id,revenue
3710,2484178.019095039
3711,7079717.145918865
3712,17954988.50269198
3713,6232328.751629574
3714,2004205.1531547983
3715,10904786.502785088
3716,1932561.778374009
3717,14053.722504561003
3718,30430354.093637496
3719,28118377.51134141
3720,4010568.67313201
3721,549344.3917664734
3722,32492071.467306137
3723,14766.38582449409
3724,4003122.295443487
3725,14929789.652837813
3726,7814568.518850027
3727,84504228.73736504
3728,75859569.14557377
3729,9833705.408858139
3730,58527961.5610809
3731,130478137.06769706
3732,630507.5992892705
3733,318830120.19336706
3734,266747845.323785
3735,10827013.67710567
3736,15202117.662656996
3737,10078476.40549418
3738,372301.6877253947
3739,2771074.049520969
3740,1327634.8911748421
3741,2545470.233988099
3742,70695139.9955919
3743,12525967.223054878
3744,257297340.471025
3745,30760920.763611034
3746,177444939.28176612
3747,32590.003327678845
3748,2333086.8836280466
3749,12101683.26450126
3750,51976.62277652152
3751,6120474.555544699
3752,1108657.6122686435
3753,1561218.118899645
3754,40368746.75238242
3755,40207245.37883858
3756,842404.0798321526
3757,800892746.0534852
3758,77723414.28803788
3759,3629530.7490252377
3760,185378130.64108
3761,24811543.120552734
3762,253730752.26369244
3763,15834647.311696757
3764,27917584.600162596
3765,14242097.572150351
3766,891417.9195736775
3767,71439955.46180375
3768,13518387.249601686
3769,2163821.640779452
3770,817419.9903702269
3771,22905370.91521275
3772,6622954.474065763
3773,8051531.898098241
3774,6162318.4233784
3775,86496210.63213408
3776,22750744.048916027
3777,182868.37756034837
3778,27134.200243135347
3779,16831047.926819492
3780,44144.65468393543
3781,23648920.002120428
3782,1208934.7887539838
3783,50705517.58306394
3784,1677160.7446097792
3785,320919397.6756208
3786,2986850.8236706085
3787,131781356.84338848
3788,504812631.9421216
3789,61439810.30386903
3790,863731.8128812753
3791,9217805.239509268
3792,47680.302598704504
3793,2280143.5050335918
3794,4291634.109530627
3795,284021109.6462996
3796,5183489.611816617
3797,3409125.53423219
3798,30578222.715972625
3799,3083074.4971677014
3800,833587.835829799
3801,66664994.59307104
3802,270013.3618177336
3803,15735576.637153715
3804,78474.18059926096
3805,185056.53441004694
3806,110614651.37131332
3807,1063672.304406343
3808,740937.2647423187
3809,37041686.454771675
3810,635009.419888772
3811,7325793.31971185
3812,4151772.970475255
3813,449719.4966246023
3814,585305.9281268733
3815,45822593.3969037
3816,341129190.7338483
3817,124226586.57531212
3818,69453131.89306346
3819,19126927.54484054
3820,46948957.323044874
3821,114245339.70648997
3822,16661375.884101659
3823,2675691.1776049715
3824,1365903.968342029
3825,9381814.312554631
3826,118415036.06465654
3827,31475207.191482022
3828,1714938.7712329275
3829,11671.607893885965
3830,34344663.3238464
3831,6256.547090501038
3832,543840015.8282965
3833,27869497.713705678
3834,6513572.427899258
3835,14366493.280804694
3836,3064790.080315188
3837,33418832.172892805
3838,7327413.5604789965
3839,79513.59025484193
3840,8077756.285678938
3841,6602979.863937278
3842,1030982.7196698847
3843,18745460.796017546
3844,5381778.645125525
3845,6178.41642267918
3846,4025308.206570155
3847,61171.93220354623
3848,230234.53245831924
3849,46150609.47174579
3850,11564754.913745679
3851,20595278.496498097
3852,2653603.0958158546
3853,156789508.36223203
3854,191910.0993436951
3855,509858.47791543277
3856,95257401.9268257
3857,224217655.61825344
3858,227799.66972187272
3859,10748313.60536285
3860,17139528.79108195
3861,57642357.18986493
3862,15278465.291443132
3863,50180430.50784323
3864,9048576.416478757
3865,94156473.66643083
3866,4762235.768207129
3867,37881884.74283859
3868,824001.3499261267
3869,41091475.30122474
3870,108922871.64039575
3871,214457625.94908965
3872,11135799.820592416
3873,15564177.09863054
3874,245347.29338013436
3875,39786181.39349407
3876,9670.345543865935
3877,80251025.14678645
3878,99727867.46388051
3879,371430202.2585648
3880,14784420.656567099
3881,6065.19351070367
3882,4097349.62221756
3883,805095.5196964095
3884,175156118.15380296
3885,1470303.339801731
3886,51805785.20947451
3887,28382517.675210364
3888,4531774.321340661
3889,975723.8311216636
3890,106050119.05671456
3891,3012383.7252039667
3892,4740069.823844349
3893,323372309.94979584
3894,94241268.5562073
3895,80864914.51948634
3896,41398094.025771506
3897,11600652.06789466
3898,21845757.808862966
3899,226759606.68559402
3900,9838213.674186748
3901,3159550.5141906873
3902,77883.0277965998
3903,3992325.2411425803
3904,13030538.460777713
3905,19214466.437712427
3906,81935845.6910842
3907,1007796.561483221
3908,2345966.4929484855
3909,721336.14894119
3910,21596234.803785674
3911,3477928.2124786116
3912,17583689.18743264
3913,79335678.59853539
3914,9611143.818083705
3915,210760509.45826906
3916,1480285.3789385834
3917,14715401.029963052
3918,2829138.994468511
3919,104996052.58342598
3920,132679035.24166547
3921,36079.2779109712
3922,28978988.537762605
3923,49287631.901108995
3924,16097086.284597931
3925,186272556.20695254
3926,671521.1324450707
3927,161497547.14979368
3928,114253715.63364393
3929,30105360.971290875
3930,3770049.6442891234
3931,2577222.3020134387
3932,1876895.1509934752
3933,19922634.82858094
3934,97396905.80416742
3935,821.1593936260043
3936,124327.23267969524
3937,202706915.34305644
3938,32253154.0230288
3939,92723523.7720511
3940,96320330.89639728
3941,12128935.888292085
3942,252980243.52058482
3943,745460125.2440223
3944,2201974.123494153
3945,10004203.65299146
3946,1323542.3233728101
3947,105668436.58351329
3948,6780131.29344628
3949,371404.30299619515
3950,416731.96683053224
3951,9055521.935874468
3952,55497484.521921895
3953,36249764.305784516
3954,1408434587.5576208
3955,4660476.484478322
3956,18936083.641999323
3957,15681308.150942212
3958,4405807.453653854
3959,5807142.1518751765
3960,5240581.492036023
3961,32915813.773180187
3962,829693.1616196284
3963,5160693.010450245
3964,835863758.6456844
3965,57569752.73993904
3966,4636034.194099077
3967,195765811.15163326
3968,15288351.724826379
3969,9313761.635279767
3970,10595743.706026575
3971,9604239.288213331
3972,30521100.77615602
3973,38543620.57799165
3974,318455.91613565164
3975,161456209.85460687
3976,67391443.774916
3977,86213208.27482574
3978,188373442.64157
3979,5554966.792357543
3980,326423.9512880957
3981,340956.4733045905
3982,3044670.302675315
3983,24137928.542397417
3984,106480301.64217882
3985,1422100.4696934274
3986,1742500788.0067523
3987,16983720.49148359
3988,7220056.845606656
3989,19332071.61633636
3990,10921270.98552476
3991,37475.58124562537
3992,1202194.484321251
3993,38479037.73539066
3994,54112562.527092084
3995,33732634.701166704
3996,20526053.505274653
3997,8331147.838568022
3998,136569148.9151351
3999,15269551.142477116
4000,26343791.235050894
4001,1316510.133233661
4002,392483630.711277
4003,35705.37311802927
4004,78561915.02682196
4005,176858.74789031412
4006,26601093.151527062
4007,1274673.2438652785
4008,8707171.947252432
4009,9486720.078346334
4010,1363786.6447902059
4011,6158621.060652505
4012,334781768.98476195
4013,30273209.269355606
4014,388034.7087654646
4015,27756462.780819878
4016,25234943.21694578
4017,7122765.703014476
4018,21187591.3247349
4019,309662425.528402
4020,14266691.320252556
4021,104289830.39329347
4022,20650714.292349588
4023,202913055.74328902
4024,11809101.956208117
4025,56880.70703235512
4026,107597606.90848178
4027,14210164.808210755
4028,2413398.276444934
4029,23227.165066257727
4030,23745067.34501067
4031,26537392.435401607
4032,43330.89606447144
4033,97692.74861468528
4034,342856.39701937867
4035,42138994.9623234
4036,908681.4580000471
4037,55083035.8561403
4038,1872109.1730070927
4039,43992348.31731731
4040,15373107.120393692
4041,132146.8836258328
4042,56034161.63433125
4043,10358723.175351363
4044,83710862.0441458
4045,31658522.650180265
4046,2577925.569922717
4047,474003153.65103155
4048,13993926.930674063
4049,831.3532284908042
4050,377521.12193933694
4051,553287868.6999823
4052,11539602.30557351
4053,15265504.195889127
4054,873256.7871541228
4055,6218468.119992638
4056,21942645.519810922
4057,33027.9635879114
4058,3889426.7584425216
4059,1246550.6083979018
4060,29849939.393745225
4061,264232427.1409543
4062,22959517.11178237
4063,4994529.273004824
4064,291147988.29170346
4065,70161593.37109767
4066,3485055.0916734384
4067,32980520.019328512
4068,8684411.580127822
4069,67095670.206253536
4070,15531054.60551903
4071,2216879.8713195683
4072,14298916.837339418
4073,121237541.4104471
4074,312.4994756430863
4075,16536994.679928921
4076,32385746.971934386
4077,262189424.48718098
4078,1980022.6601060245
4079,46245965.06900642
4080,11471960.709226009
4081,7187417.453609699
4082,348890505.01698405
4083,6022930.87920066
4084,367426.74602379964
4085,14157629.600851377
4086,151977979.64405677
4087,1913115.031825739
4088,47257001.76541334
4089,17492040.657357708
4090,1754265.9410657603
4091,46447235.90535973
4092,37656545.0239335
4093,16233550.215875102
4094,1895125.621927033
4095,171061285.63173229
4096,20027807.90094578
4097,54993409.68273279
4098,16311279.632920548
4099,11759697.23226903
4100,17482556.611861818
4101,52965343.25009726
4102,1423556.6613915775
4103,15350249.207329284
4104,1538430.477880551
4105,143204.2119992313
4106,3294469.2822798886
4107,1805514.5033681663
4108,13669437.09711343
4109,142838.20916571337
4110,38678345.555948034
4111,1847414.760332296
4112,9120384.950372407
4113,13046331.769223008
4114,77838935.36975497
4115,10282715.753089963
4116,19078942.705829363
4117,264684.9381053266
4118,36819759.115729615
4119,23195229.02531888
4120,883150.440481048
4121,646575.2234048622
4122,157876447.768648
4123,7779880.541702102
4124,62141186.78885388
4125,21451141.728412516
4126,1996057.7735842175
4127,5140993.880106036
4128,9215754.218820838
4129,1043119.576762975
4130,9471400.682283422
4131,146843498.87934837
4132,58997392.787796155
4133,28997030.57845947
4134,2162467.5167706525
4135,57141831.61164618
4136,521368131.68813723
4137,3783674.910555549
4138,51093649.76780378
4139,15989174.274822563
4140,18708476.585872915
4141,9713056.966157068
4142,33681678.489337884
4143,45369547.371767856
4144,3188316.8971126797
4145,7122598.234749501
4146,1719093.3377256058
4147,47173.00795910977
4148,8391434.087103294
4149,5777962.160791127
4150,5562258.923518475
4151,491992.79912081716
4152,22163669.851624183
4153,21562983.170774687
4154,1310386.979503654
4155,7116564.795525258
4156,910136.0403487316
4157,900277.3761941781
4158,26424238.522381186
4159,73867661.97763626
4160,2250815654.250823
4161,7451780.64264688
4162,28057099.345160164
4163,142761815.76035193
4164,687411.7032339401
4165,10984471.49278302
4166,172600.5412671173
4167,19866249.880720325
4168,2758924.2889275476
4169,6788114.761501315
4170,16077217.868038757
4171,60594987.2948251
4172,109725617.62764232
4173,9686145.078213053
4174,1183303.623104717
4175,9134792.19092259
4176,22371037.27200066
4177,33289.56000244581
4178,408111315.5458341
4179,101537.91067250383
4180,111323480.60878374
4181,18741307.798216946
4182,5009910.56607293
4183,56214821.2977978
4184,2202929.2634834307
4185,4937746.474947918
4186,8160050.004248751
4187,3987116.084651287
4188,4337659.384535803
4189,13140238.033897342
4190,16552.917311996815
4191,180296.6576253638
4192,12682.195051932404
4193,72878011.51211733
4194,82109876.63260563
4195,11555979.222998189
4196,769244.5586028708
4197,58318541.64298522
4198,636268.3130160572
4199,25635244.581086397
4200,65718615.64652505
4201,104042001.9115837
4202,24056434.24801644
4203,9872844.766224114
4204,39129590.64820388
4205,4411576.129853205
4206,15755985.574120784
4207,473470146.3011795
4208,587025980.993572
4209,4382242.951170816
4210,95688205.56332795
4211,39054821.675915785
4212,161223074.51621136
4213,10534705.37926091
4214,13418834.755628971
4215,4467974.686023647
4216,3491093.574875961
4217,569643.7626598066
4218,19788634.460703243
4219,11229419.162180142
4220,6758024.460627163
4221,19643.169877687378
4222,583882.6494527712
4223,39329367.58474221
4224,6294585.9806479085
4225,55260688.9609139
4226,17596080.78248336
4227,7130019.720726786
4228,602.9394120633588
4229,106220236.05918801
4230,7515909.39840653
4231,7330711.249608286
4232,420522.0245905381
4233,104207900.86567557
4234,6029123.41329553
4235,1382130.2867353437
4236,3851557.3234447823
4237,595699.4015288949
4238,18069863.346368644
4239,130407326.65263881
4240,130441742.30469087
4241,110813320.27884991
4242,33638816.34383615
4243,1912012.0444963588
4244,47417994.03810225
4245,14593764.1193594
4246,57928.66987203538
4247,31574606.700579483
4248,589056.9543984451
4249,6099052.658478117
4250,7345056.230327767
4251,221911.9788617217
4252,143412991.89277595
4253,101337873.57936223
4254,31729763.2058035
4255,43057757.808261886
4256,190454897.3004133
4257,71451243.33039728
4258,32656589.01067256
4259,118949.54797931226
4260,532983215.6635135
4261,2393605.0031079585
4262,2384317.9473195975
4263,1296946.7693746735
